id,status_group
50671,functional
14059,functional
26504,functional
31479,functional
31891,functional
68574,functional
22163,functional
60445,functional
7786,functional
40397,functional
10290,functional
61250,functional
38304,functional
37612,functional
54085,functional
55631,functional
68798,functional
66606,functional
24483,functional
16191,functional
19817,functional
30824,functional
30511,functional
60749,functional
54501,functional
69541,functional
8564,functional
35993,functional
50092,functional
40938,functional
33109,functional
38736,functional
62366,functional
41018,functional
69888,functional
62862,functional
47233,functional
29397,functional
16683,functional
6700,functional
51057,functional
51879,functional
67974,functional
38681,functional
15313,functional
7756,functional
7971,functional
56826,functional
20392,functional
5359,functional
12243,functional
10381,functional
11832,functional
49848,functional
27753,functional
5525,functional
32857,functional
52300,functional
60430,functional
53867,functional
45937,functional
62829,functional
37812,functional
36116,functional
29081,functional
14670,functional
14956,functional
14129,functional
15322,functional
28234,functional
18344,functional
4184,functional
53419,functional
11646,functional
38951,functional
2326,functional
4964,functional
33274,functional
37368,functional
1494,functional
65370,functional
4645,functional
19638,functional
24956,functional
24026,functional
8005,functional
4310,functional
16293,functional
12689,functional
7764,functional
43525,functional
64175,functional
6574,functional
53851,functional
36938,functional
24133,functional
13871,functional
17418,functional
10006,functional
35654,functional
63261,functional
34237,functional
52366,functional
47195,functional
10265,functional
13349,functional
60871,functional
40909,functional
41816,functional
2742,functional
50717,functional
35477,functional
25942,functional
72150,functional
61374,functional
12137,functional
58748,functional
39605,functional
46873,functional
55224,functional
53130,functional
16913,functional
15646,functional
15919,functional
32977,functional
21059,functional
29117,functional
63325,functional
34365,functional
13588,functional
60681,functional
69320,functional
10010,functional
1979,functional
24980,functional
47788,functional
12467,functional
41048,functional
25218,functional
51756,functional
41415,functional
16379,functional
44034,functional
3794,functional
5687,functional
44431,functional
14093,functional
71212,functional
2688,functional
46601,functional
73161,functional
10741,functional
65607,functional
17587,functional
51928,functional
40201,functional
71484,functional
62702,functional
56687,functional
14295,functional
35727,functional
73631,functional
57257,functional
8109,functional
44661,functional
9553,functional
68443,functional
57581,functional
71830,functional
33677,functional
49995,functional
28796,functional
69082,functional
21974,functional
51870,functional
43444,functional
34988,functional
73513,functional
39053,functional
45682,functional
35652,functional
39241,functional
66608,functional
44599,functional
5329,functional
65358,functional
24895,functional
42068,functional
19041,functional
3523,functional
1753,functional
71570,functional
49766,functional
46455,functional
49744,functional
56745,functional
34217,functional
45262,functional
24313,functional
44395,functional
18214,functional
26673,functional
37888,functional
15273,functional
16066,functional
53313,functional
29944,functional
7149,functional
60714,functional
61270,functional
37146,functional
52410,functional
34137,functional
50095,functional
53674,functional
21620,functional
47121,functional
4757,functional
37343,functional
16935,functional
39873,functional
73531,functional
56460,functional
4701,functional
73583,functional
41993,functional
57321,functional
52916,functional
61533,functional
33304,functional
37405,functional
29975,functional
49280,functional
52509,functional
16958,functional
6461,functional
27971,functional
14663,functional
44147,functional
62270,functional
41486,functional
54347,functional
46901,functional
45625,functional
40799,functional
65830,functional
33606,functional
51589,functional
71342,functional
27904,functional
73786,functional
57328,functional
37337,functional
27767,functional
49132,functional
11950,functional
3922,functional
28650,functional
28483,functional
48003,functional
59303,functional
5226,functional
60498,functional
18757,functional
11953,functional
6474,functional
62558,functional
9647,functional
22983,functional
72918,functional
36851,functional
26622,functional
14246,functional
7973,functional
28209,functional
52782,functional
8970,functional
48310,functional
2242,functional
67610,functional
39957,functional
73146,functional
36183,functional
26232,functional
2322,functional
1088,functional
54532,functional
66635,functional
26336,functional
10373,functional
34220,functional
48025,functional
10371,functional
72631,functional
23277,functional
55311,functional
11615,functional
60501,functional
58317,functional
3129,functional
37849,functional
31653,functional
17238,functional
70156,functional
74042,functional
19790,functional
55122,functional
27005,functional
34211,functional
14449,functional
72164,functional
57450,functional
27972,functional
49980,functional
13852,functional
8057,functional
7016,functional
15014,functional
37096,functional
68880,functional
9491,functional
30559,functional
48341,functional
19131,functional
36979,functional
34666,functional
4100,functional
30138,functional
8044,functional
24531,functional
7394,functional
61738,functional
26866,functional
27948,functional
53001,functional
3435,functional
47785,functional
48538,functional
66104,functional
68847,functional
33903,functional
34415,functional
69587,functional
6459,functional
63196,functional
59932,functional
36834,functional
26342,functional
34996,functional
48062,functional
44971,functional
43068,functional
73237,functional
41069,functional
17040,functional
3584,functional
1401,functional
41244,functional
38487,functional
32041,functional
2198,functional
35182,functional
67320,functional
5773,functional
68226,functional
5475,functional
1609,functional
48510,functional
8003,functional
17448,functional
68332,functional
126,functional
41944,functional
32303,functional
47956,functional
20954,functional
31495,functional
18434,functional
1614,functional
72853,functional
40002,functional
71090,functional
20117,functional
73556,functional
32847,functional
5472,functional
24492,functional
46913,functional
60097,functional
6909,functional
25005,functional
9393,functional
17253,functional
644,functional
37527,functional
14544,functional
3057,functional
53183,functional
43150,functional
70966,functional
20990,functional
2933,functional
52801,functional
41808,functional
55844,functional
57202,functional
20135,functional
63426,functional
48409,functional
1601,functional
64123,functional
20078,functional
19446,functional
6131,functional
714,functional
69494,functional
23184,functional
18534,functional
17964,functional
54126,functional
7109,functional
21038,functional
4805,functional
48201,functional
51989,functional
55908,functional
3124,functional
12146,functional
18367,functional
14733,functional
11532,functional
38359,functional
64934,functional
35858,functional
55350,functional
21901,functional
31072,functional
29422,functional
43925,functional
39077,functional
1766,functional
6794,functional
49359,functional
51123,functional
48671,functional
56994,functional
4345,functional
13441,functional
62224,functional
7372,functional
26215,functional
39034,functional
62953,functional
49077,functional
1448,functional
42482,functional
30103,functional
60550,functional
60195,functional
69505,functional
2110,functional
67570,functional
200,functional
68935,functional
20958,functional
52143,functional
61187,functional
15513,functional
9527,functional
5655,functional
48677,functional
5955,functional
13928,functional
45611,functional
70815,functional
37076,functional
58801,functional
12735,functional
41169,functional
3264,functional
63665,functional
29140,functional
30679,functional
69744,functional
17933,functional
31627,functional
63418,functional
71127,functional
40717,functional
47886,functional
42756,functional
21791,functional
37583,functional
68948,functional
59661,functional
73378,functional
20923,functional
54418,functional
30172,functional
70236,functional
4132,functional
13184,functional
10018,functional
5601,functional
37697,functional
59497,functional
12790,functional
44974,functional
27067,functional
29394,functional
6070,functional
19919,functional
16067,functional
42745,functional
74230,functional
27302,functional
46331,functional
53146,functional
49061,functional
71615,functional
71218,functional
34770,functional
34111,functional
43866,functional
65225,functional
50049,functional
45913,functional
63570,functional
12400,functional
41202,functional
39901,functional
34079,functional
23035,functional
31123,functional
41233,functional
10076,functional
20090,functional
10538,functional
73603,functional
43001,functional
28340,functional
31790,functional
21748,functional
57513,functional
45457,functional
1289,functional
9600,functional
58858,functional
49230,functional
58493,functional
39937,functional
69228,functional
23221,functional
27315,functional
26735,functional
9319,functional
54350,functional
57480,functional
37834,functional
6094,functional
74052,functional
1659,functional
19974,functional
11790,functional
15923,functional
56253,functional
66659,functional
44580,functional
60768,functional
59481,functional
27926,functional
18276,functional
56146,functional
9716,functional
18790,functional
40271,functional
32554,functional
69290,functional
64271,functional
35582,functional
22978,functional
64948,functional
1349,functional
51113,functional
22074,functional
53265,functional
25090,functional
9476,functional
68651,functional
33807,functional
17430,functional
9732,functional
34975,functional
40599,functional
69605,functional
33672,functional
72852,functional
4771,functional
39723,functional
10386,functional
54861,functional
5419,functional
7145,functional
36893,functional
56630,functional
61827,functional
39578,functional
67756,functional
43320,functional
21158,functional
7752,functional
41167,functional
71722,functional
30391,functional
56435,functional
56248,functional
18957,functional
16325,functional
43202,functional
49213,functional
21608,functional
46462,functional
24226,functional
31023,functional
50119,functional
1970,functional
33560,functional
9552,functional
40326,functional
41838,functional
17755,functional
51184,functional
29825,functional
3958,functional
73793,functional
69753,functional
34722,functional
28237,functional
35304,functional
34426,functional
11488,functional
65393,functional
20393,functional
28494,functional
68445,functional
11792,functional
47510,functional
19550,functional
2947,functional
41349,functional
5582,functional
33028,functional
11102,functional
38071,functional
32117,functional
39008,functional
67640,functional
19734,functional
51625,functional
4610,functional
71874,functional
41026,functional
38384,functional
24818,functional
73188,functional
25085,functional
25992,functional
45013,functional
28606,functional
65964,functional
69380,functional
41175,functional
40073,functional
42081,functional
33432,functional
33502,functional
28805,functional
58785,functional
24525,functional
30525,functional
56808,functional
3780,functional
64193,functional
45448,functional
13380,functional
27082,functional
59763,functional
68343,functional
69281,functional
72389,functional
19255,functional
73586,functional
59894,functional
74187,functional
60870,functional
9294,functional
24184,functional
6693,functional
23312,functional
60089,functional
72465,functional
8447,functional
62477,functional
57527,functional
28861,functional
35587,functional
34574,functional
54829,functional
6376,functional
56151,functional
55603,functional
47962,functional
57897,functional
58851,functional
32021,functional
27380,functional
34181,functional
68539,functional
30301,functional
3601,functional
46260,functional
65851,functional
60728,functional
22022,functional
1542,functional
22259,functional
46168,functional
53575,functional
52721,functional
53726,functional
58880,functional
43350,functional
52102,functional
8980,functional
50915,functional
34329,functional
72869,functional
18240,functional
69606,functional
62058,functional
65259,functional
56216,functional
72638,functional
35395,functional
7850,functional
24708,functional
54808,functional
15604,functional
71780,functional
57160,functional
55079,functional
47006,functional
28399,functional
8752,functional
3434,functional
10639,functional
68023,functional
49174,functional
63878,functional
42201,functional
45950,functional
53672,functional
43876,functional
57941,functional
67496,functional
66565,functional
167,functional
49504,functional
33970,functional
52550,functional
7846,functional
39817,functional
37814,functional
48073,functional
23303,functional
52409,functional
18663,functional
8904,functional
14288,functional
40467,functional
47004,functional
26062,functional
50802,functional
69314,functional
39927,functional
15899,functional
7690,functional
35152,functional
27462,functional
52578,functional
68292,functional
22438,functional
58539,functional
31655,functional
36287,functional
33049,functional
66587,functional
386,functional
8278,functional
2410,functional
40105,functional
36319,functional
49802,functional
36432,functional
67307,functional
59947,functional
59581,functional
63365,functional
23865,functional
36850,functional
12095,functional
70586,functional
23230,functional
43565,functional
29223,functional
23240,functional
23300,functional
61071,functional
4577,functional
61677,functional
43415,functional
3539,functional
5282,functional
30710,functional
43539,functional
37333,functional
62309,functional
29846,functional
58903,functional
7876,functional
69457,functional
16600,functional
44493,functional
60444,functional
46892,functional
46571,functional
21929,functional
37567,functional
40116,functional
72343,functional
5312,functional
37038,functional
18578,functional
26001,functional
42345,functional
35422,functional
3417,functional
49518,functional
13332,functional
1078,functional
61820,functional
6643,functional
20654,functional
55597,functional
63217,functional
23595,functional
71156,functional
33940,functional
50257,functional
57383,functional
64259,functional
32560,functional
14238,functional
18783,functional
17658,functional
71972,functional
36452,functional
46416,functional
30711,functional
50536,functional
70036,functional
3999,functional
41546,functional
53052,functional
30890,functional
64482,functional
6493,functional
47135,functional
18415,functional
38810,functional
66124,functional
25187,functional
22759,functional
10944,functional
50238,functional
37276,functional
40123,functional
3564,functional
32331,functional
20616,functional
17319,functional
18993,functional
15304,functional
73983,functional
68329,functional
55885,functional
23968,functional
8846,functional
19847,functional
46495,functional
3749,functional
38003,functional
1757,functional
11080,functional
32249,functional
15421,functional
17022,functional
25347,functional
51075,functional
10925,functional
42314,functional
6321,functional
13543,functional
3243,functional
40572,functional
67093,functional
28200,functional
41216,functional
49306,functional
47823,functional
63886,functional
25709,functional
17426,functional
7124,functional
71801,functional
44429,functional
49304,functional
3911,functional
7988,functional
74242,functional
9801,functional
47481,functional
64986,functional
51365,functional
44360,functional
13845,functional
2489,functional
17908,functional
32823,functional
28131,functional
22858,functional
10503,functional
35658,functional
51599,functional
29151,functional
38511,functional
24721,functional
4141,functional
66023,functional
27955,functional
30609,functional
39435,functional
65960,functional
40079,functional
3556,functional
61560,functional
50268,functional
71386,functional
27437,functional
68929,functional
1127,functional
69090,functional
3594,functional
47658,functional
38669,functional
47986,functional
62191,functional
44709,functional
2491,functional
12256,functional
20579,functional
55760,functional
5571,functional
35553,functional
58870,functional
22048,functional
71002,functional
5646,functional
31147,functional
53862,functional
53750,functional
21274,functional
72652,functional
36611,functional
37625,functional
26922,functional
31889,functional
29917,functional
42868,functional
45096,functional
38155,functional
18145,functional
58597,functional
28265,functional
57199,functional
74088,functional
39731,functional
13075,functional
66768,functional
20068,functional
36047,functional
4539,functional
64654,functional
4300,functional
48680,functional
6649,functional
5398,functional
5961,functional
20212,functional
17819,functional
30135,functional
63099,functional
2637,functional
65406,functional
32843,functional
63491,functional
17868,functional
6456,functional
58483,functional
59978,functional
52262,functional
59712,functional
12759,functional
61017,functional
55129,functional
72382,functional
43811,functional
38564,functional
64799,functional
63720,functional
9920,functional
39676,functional
52994,functional
52944,functional
6118,functional
26233,functional
64947,functional
23052,functional
64726,functional
20572,functional
74117,functional
73410,functional
6949,functional
45796,functional
70474,functional
64416,functional
58633,functional
68132,functional
29793,functional
64090,functional
40555,functional
67945,functional
17960,functional
67000,functional
15628,functional
53442,functional
45838,functional
45248,functional
70399,functional
34796,functional
1544,functional
39149,functional
24518,functional
38380,functional
9146,functional
42504,functional
20539,functional
30543,functional
43810,functional
25597,functional
18874,functional
30745,functional
42887,functional
10429,functional
56196,functional
36336,functional
49200,functional
27699,functional
58664,functional
38289,functional
47043,functional
35005,functional
30055,functional
33782,functional
31869,functional
25109,functional
30108,functional
29040,functional
15887,functional
42780,functional
48620,functional
39187,functional
271,functional
38341,functional
45536,functional
23902,functional
61601,functional
71518,functional
31142,functional
62572,functional
24360,functional
46056,functional
48634,functional
11232,functional
68946,functional
73435,functional
55973,functional
63538,functional
13341,functional
18690,functional
19537,functional
33172,functional
17679,functional
54028,functional
20260,functional
14767,functional
8929,functional
5606,functional
52404,functional
24940,functional
62279,functional
62369,functional
34987,functional
22756,functional
6043,functional
28510,functional
43099,functional
6280,functional
71067,functional
15669,functional
70556,functional
9763,functional
19935,functional
27180,functional
25471,functional
52017,functional
57184,functional
28353,functional
7867,functional
40111,functional
58112,functional
27745,functional
21017,functional
38807,functional
21255,functional
15137,functional
30734,functional
32693,functional
9839,functional
38134,functional
29629,functional
66358,functional
41351,functional
38083,functional
59977,functional
58755,functional
61795,functional
46321,functional
46401,functional
12889,functional
68904,functional
36811,functional
63724,functional
70314,functional
32179,functional
68131,functional
69876,functional
42608,functional
51512,functional
58231,functional
73974,functional
32289,functional
73825,functional
26974,functional
52341,functional
7517,functional
26393,functional
17540,functional
49222,functional
16326,functional
36106,functional
29473,functional
17107,functional
58400,functional
18417,functional
67401,functional
34570,functional
47957,functional
54690,functional
69429,functional
8743,functional
59729,functional
27726,functional
65017,functional
25425,functional
1603,functional
37698,functional
24247,functional
60720,functional
46837,functional
30459,functional
60077,functional
4121,functional
65866,functional
46235,functional
13914,functional
64169,functional
64240,functional
26591,functional
29847,functional
52189,functional
52952,functional
50524,functional
72200,functional
49613,functional
58408,functional
61094,functional
68796,functional
49193,functional
36807,functional
50432,functional
52479,functional
23215,functional
5966,functional
70875,functional
63238,functional
3528,functional
56852,functional
45375,functional
13320,functional
13855,functional
13010,functional
826,functional
14892,functional
39573,functional
59993,functional
27691,functional
1980,functional
34597,functional
66941,functional
73509,functional
24491,functional
64653,functional
15803,functional
45061,functional
31096,functional
60765,functional
53958,functional
17274,functional
16645,functional
71001,functional
1709,functional
1353,functional
53839,functional
443,functional
3201,functional
5770,functional
18546,functional
61908,functional
39058,functional
68299,functional
29611,functional
59476,functional
19191,functional
36544,functional
32454,functional
32646,functional
63372,functional
9354,functional
11115,functional
17079,functional
34797,functional
66285,functional
65462,functional
53317,functional
37430,functional
31882,functional
46086,functional
28723,functional
14080,functional
52437,functional
36827,functional
30766,functional
63573,functional
22611,functional
31104,functional
56535,functional
20754,functional
69126,functional
39091,functional
49003,functional
34560,functional
22895,functional
40429,functional
46761,functional
44068,functional
54910,functional
3639,functional
43174,functional
48876,functional
63154,functional
18601,functional
69310,functional
946,functional
73034,functional
50412,functional
16071,functional
57870,functional
40966,functional
64591,functional
26619,functional
69041,functional
57818,functional
2076,functional
56170,functional
71193,functional
69705,functional
36084,functional
44853,functional
33925,functional
22975,functional
21709,functional
46035,functional
3319,functional
13231,functional
24097,functional
61803,functional
53594,functional
73075,functional
73483,functional
47861,functional
9893,functional
16708,functional
22695,functional
22675,functional
71378,functional
52329,functional
52331,functional
60887,functional
38085,functional
71444,functional
39145,functional
55427,functional
56892,functional
48238,functional
19324,functional
51432,functional
73082,functional
26656,functional
29517,functional
11218,functional
14987,functional
68412,functional
37924,functional
26457,functional
65208,functional
56492,functional
35626,functional
8832,functional
16148,functional
37990,functional
60499,functional
24382,functional
49675,functional
6590,functional
18198,functional
16773,functional
69852,functional
120,functional
71263,functional
28792,functional
68922,functional
19200,functional
34882,functional
51673,functional
70362,functional
12625,functional
1046,functional
14234,functional
64558,functional
1582,functional
23178,functional
39188,functional
17501,functional
42279,functional
5828,functional
26286,functional
43423,functional
37359,functional
7990,functional
63651,functional
24745,functional
30774,functional
51307,functional
58948,functional
56333,functional
10877,functional
13468,functional
11845,functional
33318,functional
51998,functional
53652,functional
48487,functional
41520,functional
4397,functional
58197,functional
14362,functional
22816,functional
38499,functional
70678,functional
2331,functional
23113,functional
2617,functional
40763,functional
33861,functional
2990,functional
37789,functional
41229,functional
18755,functional
19688,functional
65320,functional
71540,functional
59967,functional
7363,functional
37871,functional
52569,functional
48872,functional
62132,functional
45484,functional
66373,functional
21121,functional
39596,functional
73847,functional
53611,functional
7196,functional
449,functional
1185,functional
47286,functional
19126,functional
68759,functional
37684,functional
26882,functional
11598,functional
12358,functional
71265,functional
52294,functional
64619,functional
10672,functional
2148,functional
20970,functional
54079,functional
27033,functional
65475,functional
53646,functional
40754,functional
54142,functional
20190,functional
56076,functional
2040,functional
37549,functional
62220,functional
62489,functional
31644,functional
47174,functional
62373,functional
3337,functional
31829,functional
6599,functional
64551,functional
45064,functional
5257,functional
27228,functional
44892,functional
38381,functional
70565,functional
29062,functional
10933,functional
32632,functional
13595,functional
4658,functional
19258,functional
5645,functional
40569,functional
22988,functional
40021,functional
36220,functional
6175,functional
94,functional
60083,functional
71191,functional
27288,functional
5742,functional
48084,functional
17508,functional
13486,functional
21094,functional
60937,functional
3950,functional
35557,functional
34066,functional
26862,functional
8955,functional
51375,functional
6703,functional
45464,functional
34080,functional
21900,functional
47354,functional
69723,functional
21860,functional
31358,functional
5533,functional
32442,functional
5212,functional
52877,functional
49426,functional
11655,functional
44562,functional
72765,functional
34183,functional
52823,functional
17284,functional
10055,functional
13178,functional
24497,functional
48242,functional
34599,functional
72864,functional
56429,functional
72773,functional
20415,functional
35454,functional
1575,functional
67720,functional
69712,functional
21023,functional
54479,functional
31797,functional
485,functional
6412,functional
37483,functional
49746,functional
72093,functional
21153,functional
26300,functional
73104,functional
22462,functional
54738,functional
17187,functional
23115,functional
72924,functional
23079,functional
5440,functional
10457,functional
30627,functional
54912,functional
61307,functional
31589,functional
29202,functional
11992,functional
9669,functional
59348,functional
19351,functional
63222,functional
23397,functional
63226,functional
10773,functional
57510,functional
70908,functional
37617,functional
7388,functional
26094,functional
71451,functional
69617,functional
24566,functional
29374,functional
66856,functional
24789,functional
20866,functional
41450,functional
7839,functional
49268,functional
19117,functional
40868,functional
43828,functional
70084,functional
8488,functional
34458,functional
66039,functional
58946,functional
9165,functional
8202,functional
21016,functional
9567,functional
46840,functional
30631,functional
41526,functional
24570,functional
49244,functional
7950,functional
54537,functional
72850,functional
20312,functional
13772,functional
63770,functional
2297,functional
5022,functional
55512,functional
19024,functional
11440,functional
48285,functional
70803,functional
23433,functional
68964,functional
57881,functional
11781,functional
19261,functional
25400,functional
38987,functional
58565,functional
65227,functional
43764,functional
5279,functional
68274,functional
52125,functional
15191,functional
24731,functional
7952,functional
54906,functional
44,functional
26119,functional
14764,functional
71120,functional
47570,functional
72804,functional
48097,functional
29542,functional
60572,functional
4849,functional
55003,functional
20867,functional
26420,functional
37656,functional
10309,functional
70899,functional
60663,functional
33501,functional
56325,functional
11669,functional
60614,functional
54154,functional
1425,functional
47787,functional
36635,functional
24632,functional
39157,functional
66473,functional
39934,functional
53770,functional
30229,functional
13874,functional
52099,functional
46708,functional
7961,functional
718,functional
74220,functional
8292,functional
16013,functional
48357,functional
20314,functional
32510,functional
23895,functional
73540,functional
58687,functional
45605,functional
55857,functional
10127,functional
6023,functional
28610,functional
15707,functional
68884,functional
5174,functional
35226,functional
580,functional
11012,functional
50636,functional
8912,functional
53992,functional
50976,functional
64957,functional
13689,functional
28742,functional
31268,functional
72363,functional
58453,functional
62170,functional
65488,functional
30727,functional
22572,functional
10389,functional
21233,functional
67763,functional
68214,functional
32445,functional
13788,functional
16574,functional
51592,functional
52856,functional
72905,functional
61609,functional
50844,functional
24640,functional
28911,functional
71752,functional
22720,functional
6190,functional
45150,functional
29406,functional
37957,functional
52802,functional
57931,functional
60672,functional
38470,functional
51345,functional
11967,functional
58353,functional
10651,functional
26522,functional
46351,functional
55240,functional
43980,functional
19938,functional
27422,functional
73532,functional
42232,functional
61302,functional
25146,functional
31326,functional
61295,functional
40991,functional
27037,functional
27238,functional
52804,functional
53149,functional
47596,functional
72828,functional
52633,functional
11610,functional
27657,functional
44468,functional
50771,functional
50934,functional
41113,functional
22188,functional
4810,functional
32690,functional
59129,functional
31092,functional
23396,functional
61997,functional
39868,functional
13754,functional
36053,functional
53447,functional
67662,functional
63101,functional
64777,functional
11614,functional
42203,functional
19167,functional
67210,functional
59649,functional
31197,functional
70291,functional
63958,functional
69111,functional
4703,functional
54204,functional
43018,functional
12646,functional
34923,functional
30604,functional
23549,functional
32332,functional
59193,functional
52247,functional
22801,functional
56427,functional
16481,functional
30871,functional
13615,functional
42616,functional
51582,functional
60715,functional
52340,functional
27631,functional
68417,functional
15717,functional
42523,functional
44509,functional
16007,functional
60690,functional
48154,functional
33330,functional
73107,functional
61898,functional
36874,functional
43156,functional
72366,functional
66251,functional
32831,functional
456,functional
6899,functional
70034,functional
11252,functional
34391,functional
667,functional
43057,functional
49698,functional
50759,functional
42437,functional
24527,functional
21697,functional
16669,functional
50148,functional
43637,functional
17833,functional
40096,functional
6499,functional
34011,functional
12751,functional
56744,functional
7661,functional
56637,functional
55793,functional
37476,functional
57753,functional
295,functional
46829,functional
31458,functional
42824,functional
23357,functional
51903,functional
57358,functional
30957,functional
61661,functional
70364,functional
36137,functional
44604,functional
1294,functional
22762,functional
19353,functional
53056,functional
14918,functional
33832,functional
57314,functional
54018,functional
20747,functional
33779,functional
48937,functional
17479,functional
42986,functional
59496,functional
12246,functional
44959,functional
65865,functional
1110,functional
16779,functional
55675,functional
64350,functional
46247,functional
65368,functional
43573,functional
61334,functional
55576,functional
8934,functional
25733,functional
7826,functional
41932,functional
29160,functional
33242,functional
5617,functional
58443,functional
72348,functional
42754,functional
38896,functional
55080,functional
2372,functional
69945,functional
49229,functional
14524,functional
32183,functional
60061,functional
41033,functional
12371,functional
33620,functional
8424,functional
35029,functional
1237,functional
28747,functional
25190,functional
10494,functional
7188,functional
59494,functional
56428,functional
72065,functional
38495,functional
40925,functional
64893,functional
52990,functional
7307,functional
29186,functional
46057,functional
15135,functional
10641,functional
67364,functional
45097,functional
20056,functional
13322,functional
42393,functional
23358,functional
8960,functional
54638,functional
20562,functional
70402,functional
73041,functional
62711,functional
44378,functional
5352,functional
10928,functional
72234,functional
68048,functional
65400,functional
3834,functional
28839,functional
22281,functional
10316,functional
65557,functional
5476,functional
15740,functional
53182,functional
18611,functional
27195,functional
30435,functional
50126,functional
40040,functional
50384,functional
57354,functional
1473,functional
24494,functional
63315,functional
23547,functional
23129,functional
20184,functional
16585,functional
60949,functional
54905,functional
40128,functional
7079,functional
64828,functional
70431,functional
74123,functional
10975,functional
12067,functional
35645,functional
32678,functional
41697,functional
28001,functional
8987,functional
4192,functional
19603,functional
40538,functional
51361,functional
22289,functional
54217,functional
14610,functional
52733,functional
1845,functional
28722,functional
7619,functional
29292,functional
14681,functional
1136,functional
50628,functional
22126,functional
2398,functional
38712,functional
1488,functional
74203,functional
31845,functional
10958,functional
70252,functional
11562,functional
32607,functional
8220,functional
56553,functional
42448,functional
17092,functional
51649,functional
41960,functional
59736,functional
71707,functional
42788,functional
22488,functional
995,functional
5465,functional
24355,functional
53578,functional
28171,functional
60101,functional
3,functional
33010,functional
4273,functional
46696,functional
48654,functional
3441,functional
71294,functional
10553,functional
46007,functional
51141,functional
63984,functional
33706,functional
63212,functional
24751,functional
13749,functional
3515,functional
63465,functional
69194,functional
54794,functional
56716,functional
67520,functional
66711,functional
9397,functional
3208,functional
29338,functional
5189,functional
47303,functional
72501,functional
56442,functional
44697,functional
45869,functional
38666,functional
22032,functional
59792,functional
52278,functional
18658,functional
19157,functional
50204,functional
16663,functional
13906,functional
31334,functional
73289,functional
19276,functional
34071,functional
36411,functional
12547,functional
38406,functional
59982,functional
772,functional
32901,functional
21794,functional
55624,functional
47109,functional
46520,functional
34721,functional
64363,functional
28958,functional
56173,functional
40209,functional
9267,functional
32855,functional
49797,functional
20162,functional
4320,functional
70145,functional
51865,functional
1719,functional
72198,functional
72439,functional
52694,functional
28463,functional
21330,functional
17927,functional
5158,functional
65994,functional
62443,functional
46781,functional
26918,functional
59745,functional
66797,functional
25029,functional
18865,functional
7273,functional
175,functional
52760,functional
34386,functional
58148,functional
16275,functional
27282,functional
15510,functional
51971,functional
3487,functional
52371,functional
14655,functional
1899,functional
41564,functional
14679,functional
33453,functional
73912,functional
2850,functional
69133,functional
3324,functional
50597,functional
61290,functional
11706,functional
20715,functional
67314,functional
52372,functional
17585,functional
21437,functional
19069,functional
3611,functional
61235,functional
69764,functional
46525,functional
53932,functional
32601,functional
1708,functional
63495,functional
117,functional
48959,functional
25890,functional
24386,functional
15053,functional
30256,functional
42542,functional
71084,functional
68813,functional
65550,functional
57384,functional
71339,functional
64270,functional
69092,functional
66106,functional
5637,functional
67066,functional
25524,functional
10939,functional
4399,functional
13473,functional
27554,functional
64066,functional
53883,functional
72610,functional
72482,functional
11602,functional
15738,functional
14904,functional
27666,functional
23559,functional
66096,functional
66766,functional
32932,functional
47125,functional
29560,functional
64581,functional
24048,functional
16430,functional
2558,functional
46375,functional
4490,functional
11279,functional
34354,functional
38023,functional
15466,functional
37340,functional
65458,functional
23042,functional
1785,functional
40747,functional
59262,functional
40489,functional
24810,functional
25461,functional
32048,functional
979,functional
56838,functional
9773,functional
44096,functional
29144,functional
62825,functional
22812,functional
14399,functional
51705,functional
21434,functional
36842,functional
68021,functional
45508,functional
31133,functional
59593,functional
6933,functional
40755,functional
65827,functional
34519,functional
38228,functional
1405,functional
15629,functional
36080,functional
28948,functional
66836,functional
35090,functional
69453,functional
13372,functional
55032,functional
8985,functional
65593,functional
41403,functional
37889,functional
45368,functional
72940,functional
169,functional
65464,functional
63596,functional
23786,functional
67821,functional
22328,functional
29898,functional
18153,functional
65906,functional
69060,functional
36841,functional
35233,functional
32293,functional
18089,functional
11692,functional
60528,functional
39454,functional
14265,functional
47264,functional
47197,functional
49220,functional
9860,functional
38107,functional
25758,functional
69738,functional
37639,functional
49239,functional
28070,functional
7403,functional
64495,functional
2213,functional
67392,functional
3280,functional
16171,functional
6324,functional
42773,functional
57987,functional
37306,functional
31677,functional
24565,functional
11629,functional
63392,functional
65269,functional
28240,functional
57279,functional
40905,functional
54739,functional
4752,functional
65896,functional
68504,functional
57817,functional
60060,functional
36295,functional
43877,functional
58929,functional
48687,functional
25484,functional
32279,functional
46733,functional
61640,functional
40937,functional
30643,functional
13250,functional
24644,functional
45219,functional
58064,functional
64838,functional
22776,functional
64879,functional
9046,functional
3937,functional
71330,functional
44520,functional
45995,functional
53583,functional
50837,functional
9428,functional
26162,functional
43973,functional
63866,functional
22935,functional
19862,functional
40246,functional
47669,functional
20996,functional
37798,functional
41559,functional
69524,functional
31923,functional
26322,functional
27242,functional
44740,functional
47635,functional
66537,functional
27819,functional
46662,functional
45700,functional
51354,functional
72806,functional
118,functional
36670,functional
67341,functional
13921,functional
28702,functional
7768,functional
67186,functional
21408,functional
42374,functional
48557,functional
64718,functional
5680,functional
32386,functional
17570,functional
35665,functional
21403,functional
68391,functional
25279,functional
